work_item,predictions
WI_000165,23.567
WI_000196,66.729
WI_000264,64.489
WI_000273,103.08099999999999
WI_000278,24.772
WI_000298,94.134
WI_000396,24.772
WI_000469,66.729
WI_000492,24.772
WI_000502,47.690000000000005
WI_000512,24.772
WI_000583,222.731
WI_000614,213.59
WI_000641,0.22000000000000003
WI_000771,213.59
WI_000825,213.59
WI_000847,103.83
WI_000871,24.772
WI_000872,24.772
WI_000873,24.772
WI_000891,71.10099999999998
WI_000931,39.539
WI_000963,77.773
WI_001018,46.563
WI_001022,78.07700000000001
WI_001031,213.59
WI_001037,118.37899999999998
WI_001043,213.59
WI_001068,213.59
WI_001081,14.015
WI_001084,14.015
WI_001085,14.015
WI_001086,14.015
WI_001090,233.76100000000002
WI_001095,24.772
WI_001099,72.484
WI_001148,32.556
WI_001160,123.5
WI_001167,93.299
WI_001200,54.00699999999999
WI_001211,53.687
WI_001289,151.524
WI_001292,138.987
WI_001312,103.83
WI_001346,213.59
WI_001348,213.59
WI_001349,8.135
WI_001455,112.41000000000001
WI_001494,93.387
WI_001540,213.59
WI_001660,276.784
WI_001761,169.169
WI_001764,46.563
WI_001765,46.563
WI_001766,46.563
WI_001779,88.169
WI_001796,82.67
WI_001813,72.484
WI_001828,39.036
WI_001835,13.559000000000001
WI_001889,62.174
WI_001898,3.511
WI_001931,141.37
WI_001939,213.59
WI_002120,151.83499999999998
WI_002143,36.124
WI_002159,103.83
WI_002172,8.135
WI_002212,42.692
WI_002245,103.83
WI_002347,60.080000000000005
WI_002376,54.00699999999999
WI_002464,30.912
WI_002518,105.62899999999999
WI_002583,130.91000000000003
WI_002678,62.497
WI_002842,200.32
WI_002873,263.55899999999997
WI_002901,53.89300000000001
WI_002909,183.63400000000004
WI_002948,48.521
WI_002950,14.428999999999998
WI_003001,10.982000000000003
WI_003042,12.597
WI_003060,109.71900000000001
WI_003090,14.443000000000001
WI_003175,200.145
WI_003207,152.681
WI_003277,73.489
WI_003304,62.77199999999998
WI_003331,102.34700000000001
WI_003354,48.521
WI_003378,354.01599999999996
WI_003395,213.59
WI_003409,270.86499999999995
WI_003439,96.897
WI_003446,189.50500000000002
WI_003457,25.958
WI_003463,70.958
WI_003489,213.59
WI_003512,71.68299999999999
WI_003530,10.6
WI_003537,121.434
WI_003578,52.863000000000014
WI_003584,213.59
WI_003595,55.39300000000001
WI_003658,21.600999999999996
WI_003660,36.199
WI_003755,79.05599999999998
WI_003756,64.011
WI_003773,20.097
WI_003788,103.83
WI_003792,81.325
WI_003801,274.33500000000004
WI_003827,223.50100000000003
WI_003854,26.923000000000002
WI_003890,206.95999999999998
WI_003903,107.234
WI_003913,65.75899999999999
WI_003950,213.59
WI_004018,213.59
WI_004019,85.784
WI_004047,30.577000000000005
WI_004053,59.225
WI_004055,52.863000000000014
WI_004066,52.71900000000001
WI_004072,213.59
WI_004086,206.95999999999998
WI_004089,68.688
WI_004169,22.368000000000002
WI_004181,17.829
WI_004231,84.006
WI_004245,64.494
WI_004261,354.01599999999996
WI_004268,72.682
WI_004293,55.39300000000001
WI_004300,25.958
WI_004329,140.97199999999998
WI_004331,118.56200000000001
WI_004417,73.62899999999999
WI_004465,62.21900000000001
WI_004501,154.87800000000001
WI_004502,154.87800000000001
WI_004503,206.41600000000003
WI_004504,206.41600000000003
WI_004505,206.41600000000003
WI_004506,10.934999999999999
WI_004528,66.888
WI_004643,84.3
WI_004646,54.00699999999999
WI_004685,71.00300000000001
WI_004702,52.71900000000001
WI_004735,12.047999999999998
WI_004743,67.739
WI_004762,182.13100000000003
WI_004772,78.274
WI_004779,67.48400000000001
WI_004821,112.59700000000001
WI_004822,101.917
WI_004852,112.59700000000001
WI_004855,94.38200000000002
WI_004870,201.512
WI_004879,39.391
WI_004893,112.59700000000001
WI_004962,114.55799999999999
WI_004980,30.557
WI_004988,40.166
WI_004995,85.09599999999999
WI_005045,49.289
WI_005056,50.729
WI_005074,189.50500000000002
WI_005085,233.541
WI_005088,53.41300000000001
WI_005090,30.758000000000003
WI_005093,151.83499999999998
WI_005144,67.30199999999999
WI_005155,79.99
WI_005157,12.197
WI_005158,65.457
WI_005193,206.95999999999998
WI_005217,326.191
WI_005241,54.00699999999999
WI_005265,88.173
WI_005292,35.043
WI_005301,13.373000000000001
WI_005308,320.131
WI_005328,19.842999999999996
WI_005332,22.529000000000003
WI_005338,54.00699999999999
WI_005354,33.20399999999999
WI_005373,33.325
WI_005381,130.13400000000001
WI_005389,49.325
WI_005408,7.906000000000001
WI_005409,21.055
WI_005437,108.45500000000001
WI_005498,71.78399999999999
WI_005506,35.42
WI_005530,115.066
WI_005557,213.59
WI_005611,219.65800000000004
WI_005625,58.992000000000004
WI_005629,77.895
WI_005660,76.421
WI_005663,326.006
WI_005759,182.13100000000003
WI_005765,60.31
WI_005902,56.391000000000005
WI_005927,136.83700000000002
WI_005940,151.83499999999998
WI_005969,54.00699999999999
WI_005972,144.704
WI_005975,158.36800000000002
WI_005981,54.00699999999999
WI_005996,213.59
WI_006026,69.36600000000001
WI_006027,88.282
WI_006045,54.00699999999999
WI_006055,10.177000000000001
WI_006061,151.83499999999998
WI_006063,151.83499999999998
WI_006065,79.99
WI_006069,39.391
WI_006097,8.135
WI_006116,151.83499999999998
WI_006152,105.732
WI_006185,39.207
WI_006187,184.866
WI_006196,19.750999999999998
WI_006199,0.9780000000000001
WI_006274,118.28599999999999
WI_006289,50.434999999999995
WI_006291,109.40899999999999
WI_006307,18.964000000000002
WI_006328,72.91600000000001
WI_006340,453.765
WI_006344,97.83399999999997
WI_006373,173.783
WI_006381,124.47
WI_006386,124.47
WI_006395,124.47
WI_006396,124.47
WI_006400,173.783
WI_006411,45.221999999999994
WI_006417,119.18999999999998
WI_006477,102.816
WI_006524,100.26000000000002
WI_006548,54.00699999999999
WI_006555,54.00699999999999
WI_006558,39.68300000000001
WI_006572,18.095
WI_006610,68.688
WI_006611,62.29
WI_006615,16.794
WI_006653,64.80499999999999
WI_006654,58.995000000000005
WI_006660,105.732
WI_006724,133.174
WI_006732,54.00699999999999
WI_006751,453.765
WI_006752,329.21500000000003
WI_006769,50.806
WI_006785,0.7110000000000001
WI_006789,108.181
WI_006825,57.602
WI_006853,45.927
WI_006875,47.690000000000005
WI_006880,54.00699999999999
WI_006881,54.00699999999999
WI_006891,84.231
WI_006897,107.234
WI_006900,233.76099999999997
WI_006902,54.052
WI_006908,78.274
WI_006911,65.45700000000001
WI_006940,27.221000000000004
WI_006947,119.362
WI_006953,40.191
WI_006955,77.702
WI_006956,39.034
WI_006988,72.682
WI_006996,64.489
WI_007001,213.59
WI_007018,122.53899999999999
WI_007022,104.39900000000003
WI_007023,71.68299999999999
WI_007028,123.52900000000002
WI_007029,123.52900000000002
WI_007063,57.132999999999996
WI_007072,58.133
WI_007085,130.13400000000001
WI_007107,8.135
WI_007118,77.62300000000002
WI_007120,0.7110000000000001
WI_007137,72.68499999999999
WI_007146,173.12600000000003
WI_007152,105.732
WI_007154,141.39600000000002
WI_007168,45.927
WI_007174,98.151
WI_007187,121.72
WI_007194,54.00699999999999
WI_007197,233.76099999999997
WI_007198,52.278000000000006
WI_007240,115.60900000000001
WI_007246,28.544
WI_007247,46.563
WI_007248,171.48000000000002
WI_007252,33.20399999999999
WI_007260,54.00699999999999
WI_007271,16.596
WI_007300,161.08499999999998
WI_007302,40.191
WI_007305,88.169
WI_007306,182.131
WI_007328,76.71799999999999
WI_007336,54.44100000000001
WI_007341,24.568999999999996
WI_007351,33.20399999999999
WI_007352,33.20399999999999
WI_007357,108.04899999999998
WI_007366,53.007000000000005
WI_007372,75.23299999999999
WI_007429,59.45100000000001
WI_007436,189.50500000000002
WI_007444,61.67900000000001
WI_007453,8.179
WI_007457,11.978
WI_007459,151.83499999999998
WI_007485,54.00699999999999
WI_007515,63.858000000000004
WI_007530,63.858000000000004
WI_007587,32.767
WI_007588,33.20399999999999
WI_007600,63.858000000000004
WI_007606,54.00699999999999
WI_007607,54.00699999999999
WI_007608,134.892
WI_007609,54.00699999999999
WI_007610,54.00699999999999
WI_007611,54.00699999999999
WI_007612,54.00699999999999
WI_007631,99.41799999999999
WI_007635,88.931
WI_007647,14.411000000000001
WI_007650,106.57800000000002
WI_007672,55.287
WI_007676,55.392999999999994
WI_007691,6.676
WI_007697,31.767000000000003
WI_007716,206.95999999999998
WI_007728,61.259
WI_007730,93.299
WI_007753,33.20399999999999
WI_007757,13.373000000000001
WI_007758,178.882
WI_007759,6.085
WI_007763,68.688
WI_007794,349.342
WI_007846,78.20200000000001
WI_007847,103.44200000000001
WI_007848,103.44200000000001
WI_007849,103.44200000000001
WI_007852,4.109
WI_007884,12.197
WI_007890,41.185
WI_007892,46.563
WI_007897,213.59
WI_007899,24.514999999999997
WI_007904,110.82000000000001
WI_007922,56.69899999999999
WI_007926,120.327
WI_007947,61.772000000000006
WI_007954,33.20399999999999
WI_007955,59.45100000000001
WI_007957,9.03
WI_007959,78.274
WI_007976,33.20399999999999
WI_007988,146.296
WI_007990,91.34
WI_007998,326.191
WI_008010,172.498
WI_008020,33.20399999999999
WI_008026,103.83
WI_008030,55.287
WI_008041,151.83499999999998
WI_008042,9.03
WI_008044,151.83499999999998
WI_008045,55.287
WI_008065,33.20399999999999
WI_008069,146.25799999999998
WI_008139,13.373000000000001
WI_008169,55.184000000000005
WI_008179,276.871
WI_008181,82.67
WI_008185,48.315000000000005
WI_008200,66.354
WI_008220,33.20399999999999
WI_008230,97.987
WI_008246,54.00699999999999
WI_008254,55.698
WI_008290,112.59700000000001
WI_008294,265.36699999999996
WI_008372,22.032
WI_008458,35.098
WI_008519,206.95999999999998
WI_008530,14.272
WI_008534,118.352
WI_008541,39.379000000000005
WI_008567,31.437
WI_008569,43.903000000000006
WI_008599,95.021
WI_008603,4.224000000000001
WI_008623,59.45100000000001
WI_008647,107.66099999999999
WI_008667,98.7
WI_008697,55.4
WI_008700,137.281
WI_008701,90.874
WI_008707,41.698
WI_008712,60.208000000000006
WI_008721,64.494
WI_008722,64.494
WI_008735,68.84799999999998
WI_008739,211.397
WI_008765,78.178
WI_008774,62.77199999999998
WI_008778,62.472
WI_008806,62.77199999999998
WI_008811,62.77199999999998
WI_008812,68.978
WI_008833,64.494
WI_008834,87.94399999999999
WI_008852,4.45
WI_008860,33.20399999999999
WI_008871,109.15299999999999
WI_008887,70.301
WI_008904,68.68800000000002
WI_008912,33.20399999999999
WI_008925,24.35
WI_008944,71.78399999999999
WI_008948,54.00699999999999
WI_008950,42.88
WI_008964,17.674
WI_008999,80.53200000000001
WI_009020,11.216999999999999
WI_009021,11.216999999999999
WI_009025,182.65
WI_009051,54.00699999999999
WI_009052,54.00699999999999
WI_009053,54.00699999999999
WI_009054,46.563
WI_009065,65.38
WI_009067,65.38
WI_009094,70.301
WI_009096,1.0470000000000002
WI_009099,60.80400000000001
WI_009100,134.072
WI_009101,20.187999999999995
WI_009102,49.385000000000005
